accounting_standard,credit_rating,credit_score,edinet_code,industry,name,sec_code
JP,A,73,E34644,卸売業,ダイコー通産株式会社,76730
JP,S,80,E01488,機械,ダイジェット工業株式会社,61380
JP,A,78,E00194,建設業,ダイダン株式会社,19800
JP,B,63,E00547,繊維製品,ダイトウボウ株式会社,32020
JP,A,78,E02898,卸売業,ダイトロン株式会社,76090
JP,S,85,E01014,化学,ダイトーケミックス株式会社,43660
JP,S,83,E24187,医薬品,ダイト株式会社,45770
JP,A,75,E00424,食料品,ダイドーグループホールディングス株式会社,25900
JP,S,80,E00668,パルプ・紙,ダイナパック株式会社,39470
JP,C,50,E40432,情報・通信業,ダイナミックマッププラットフォーム株式会社,336A0
JP,S,83,E01427,金属製品,ダイニチ工業株式会社,59510
JP,S,80,E00996,繊維製品,ダイニック株式会社,35510
JP,A,78,E01477,輸送用機器,ダイハツインフィニアース株式会社,60230
JP,C,50,E34065,電気機器,ダイヤモンドエレクトリックホールディングス株式会社,66990
JP,A,75,E00529,卸売業,ダイワボウホールディングス株式会社,31070
JP,B,63,E38202,情報・通信業,ダイワ通信株式会社,71160
JP,A,70,E26082,電気機器,ダブル・スコープ株式会社,66190
JP,C,40,E01141,ガラス・土石製品,ダントーホールディングス株式会社,53370
JP,C,48,E32161,情報・通信業,チエル株式会社,39330
JP,B,60,E00796,化学,チタン工業株式会社,40980
JP,A,70,E23818,小売業,チムニー株式会社,31780
IFRS,B,60,E01932,電気機器,ティアック株式会社,68030
JP,S,100,E35824,情報・通信業,ティアンドエスグループ株式会社,40550
JP,S,80,E26322,小売業,ティーライフ株式会社,31720
JP,S,88,E00764,化学,テイカ株式会社,40270
IFRS,S,80,E02380,輸送用機器,テイ・エス　テック株式会社,73130
JP,B,68,E03007,卸売業,テクノアルファ株式会社,30890
JP,C,55,E23871,電気機器,テクノホライゾン株式会社,66290
IFRS,A,73,E05463,情報・通信業,テクマトリックス株式会社,37620
JP,S,80,E20385,情報・通信業,テクミラホールディングス株式会社,36270
JP,C,58,E36412,建設業,テスホールディングス株式会社,50740
JP,A,78,E05742,情報・通信業,テックファームホールディングス株式会社,36250
JP,B,68,E33040,情報・通信業,テモナ株式会社,39850
IFRS,S,100,E01630,精密機器,テルモ株式会社,45430
JP,A,70,E03108,小売業,テンアライド株式会社,82070
JP,S,95,E05368,サービス業,ディップ株式会社,23790
JP,A,70,E33247,サービス業,ディーエムソリューションズ株式会社,65490
JP,A,70,E03005,卸売業,ディーブイエックス株式会社,30790
IFRS,S,100,E31633,化学,デクセリアルズ株式会社,49800
JP,S,100,E05303,情報・通信業,デジタルアーツ株式会社,23260
JP,S,85,E40505,電気・ガス業,デジタルグリッド株式会社,350A0
JP,S,93,E31573,情報・通信業,デジタル・インフォメーション・テクノロジー株式会社,39160
JP,A,75,E02994,卸売業,デリカフーズホールディングス株式会社,33920
JP,A,70,E00774,化学,デンカ株式会社,40610
JP,S,93,E01758,電気機器,デンヨー株式会社,65170
JP,C,50,E31131,情報・通信業,データセクション株式会社,39050
JP,S,90,E34814,情報・通信業,トビラシステムズ株式会社,44410
JP,B,65,E01230,輸送用機器,トピー工業株式会社,72310
JP,C,50,E02016,電気機器,トミタ電機株式会社,68980
JP,C,55,E23820,銀行業,トモニホールディングス株式会社,86000
JP,S,100,E35911,情報・通信業,トヨクモ株式会社,40580
IFRS,A,75,E00540,輸送用機器,トヨタ紡織株式会社,31160
IFRS,A,78,E02144,輸送用機器,トヨタ自動車株式会社,72030
JP,S,88,E02701,卸売業,トラスコ中山株式会社,98300
JP,D,30,E27464,不動産業,トラストホールディングス株式会社,32860
JP,S,85,E04837,サービス業,トランス・コスモス株式会社,97150
JP,B,63,E01627,機械,トリニティ工業株式会社,63820
JP,A,75,E02570,卸売業,トルク株式会社,80770
JP,A,70,E03819,証券、商品先物取引業,トレイダーズホールディングス株式会社,87040
JP,B,65,E30479,電気機器,トレックス・セミコンダクター株式会社,66160
JP,A,75,E26933,サービス業,トレンダーズ株式会社,60690
JP,A,75,E04999,情報・通信業,トレンドマイクロ株式会社,47040
JP,A,75,E04346,倉庫・運輸関連,トレーディア株式会社,93650
JP,S,88,E00713,その他製品,トーイン株式会社,79230
JP,S,100,E01443,金属製品,トーカロ株式会社,34330
IFRS,B,65,E04021,不動産業,トーセイ株式会社,89230
JP,S,85,E02442,金属製品,トーソー株式会社,59560
JP,S,83,E01572,機械,トーヨーカネツ株式会社,63690
JP,S,83,E36627,その他製品,ドリームベッド株式会社,77910
JP,C,55,E02584,卸売業,ナイス株式会社,80890
JP,D,30,E39203,情報・通信業,ナイル株式会社,56180
JP,A,70,E00679,その他製品,ナカバヤシ株式会社,79870
JP,S,90,E02809,卸売業,ナガイレーベン株式会社,74470
JP,S,93,E00915,化学,ナトコ株式会社,46270
IFRS,S,85,E01726,機械,ナブテスコ株式会社,62680
JP,A,75,E02579,卸売業,ナラサキ産業株式会社,80850
JP,S,83,E04848,サービス業,ニシオホールディングス株式会社,96990
JP,S,100,E01151,ガラス・土石製品,ニチアス株式会社,53930
JP,S,80,E01904,電気機器,ニチコン株式会社,69960
JP,S,85,E02415,ガラス・土石製品,ニチハ株式会社,79430
JP,S,93,E01000,化学,ニチバン株式会社,42180
JP,C,55,E00570,卸売業,ニチモウ株式会社,80910
JP,S,88,E01077,石油・石炭製品,ニチレキグループ株式会社,50110
JP,S,88,E04191,陸運業,ニッコンホールディングス株式会社,90720
JP,B,60,E01135,ガラス・土石製品,ニッコー株式会社,53430
JP,S,93,E01111,ゴム製品,ニッタ株式会社,51860
JP,S,90,E38716,その他金融業,ニッポンインシュア株式会社,58430
JP,S,95,E00685,パルプ・紙,ニッポン高度紙工業株式会社,38910
IFRS,S,93,E01975,電気機器,ニデック株式会社,65940
JP,S,95,E37206,情報・通信業,ニフティライフスタイル株式会社,42620
JP,B,65,E02688,精密機器,ニプロ株式会社,80860
JP,A,75,E00640,その他製品,ニホンフラッシュ株式会社,78200
JP,B,60,E35841,情報・通信業,ニューラルグループ株式会社,40560
JP,C,55,E05151,情報・通信業,ネクストウェア株式会社,48140
IFRS,C,40,E00981,医薬品,ネクセラファーマ株式会社,45650
JP,A,75,E05736,情報・通信業,ネットイヤーグループ株式会社,36220
JP,B,65,E02385,金属製品,ネポン株式会社,79850
JP,C,45,E38453,医薬品,ノイルイミューン・バイオテック株式会社,48930
JP,S,93,E38335,情報・通信業,ノバシステム株式会社,52570
JP,S,83,E01139,ガラス・土石製品,ノリタケ株式会社,53310
IFRS,S,95,E02322,精密機器,ノーリツ鋼機株式会社,77440
JP,S,93,E00462,食料品,ハウス食品グループ本社株式会社,28100
JP,S,83,E00690,パルプ・紙,ハビックス株式会社,38950
JP,S,85,E02807,卸売業,ハリマ共和物産株式会社,74440
JP,A,70,E01020,化学,ハリマ化成グループ株式会社,44100
IFRS,S,95,E35544,情報・通信業,バリオセキュア株式会社,44940
JP,C,40,E33807,卸売業,バリュエンスホールディングス株式会社,92700
JP,C,55,E39089,サービス業,バリュークリエーション株式会社,92380
JP,S,88,E05149,サービス業,バリューコマース株式会社,24910
JP,A,78,E34880,情報・通信業,バルテス・ホールディングス株式会社,44420
JP,A,70,E36091,電気機器,バルミューダ株式会社,66120
IFRS,S,85,E01092,ゴム製品,バンドー化学株式会社,51950
JP,A,75,E32203,サービス業,バーチャレクス・ホールディングス株式会社,61930
JP,S,85,E01294,鉄鋼,パウダーテック株式会社,56950
JP,S,93,E05687,情報・通信業,パシフィックシステム株式会社,38470
JP,C,40,E05674,情報・通信業,パス株式会社,38400
IFRS,S,88,E01772,電気機器,パナソニックホールディングス株式会社,67520
JP,S,85,E05414,不動産業,パラカ株式会社,48090
JP,S,93,E25664,その他製品,パラマウントベッドホールディングス株式会社,78170
JP,S,83,E02021,電気機器,パルステック工業株式会社,68940
JP,C,50,E03415,小売業,パレモ・ホールディングス株式会社,27780
JP,S,80,E27063,機械,パンチ工業株式会社,61650
JP,B,68,E04979,不動産業,パーク二四株式会社（定款上の商号　パーク２４株式会社）,46660
IFRS,A,75,E21261,サービス業,パーソルホールディングス株式会社,21810
JP,B,63,E05550,サービス業,ヒビノ株式会社,24690
JP,S,80,E05428,サービス業,ヒューマンホールディングス株式会社,24150
JP,S,90,E30071,サービス業,ヒューマン・メタボローム・テクノロジーズ株式会社,60900
JP,A,75,E00523,不動産業,ヒューリック株式会社,30030
JP,C,50,E03494,小売業,ヒラキ株式会社,30590
JP,A,70,E32109,その他金融業,ヒロセ通商株式会社,71850
IFRS,S,100,E01939,電気機器,ヒロセ電機株式会社,68060
JP,D,20,E00390,小売業,ヒロタグループホールディングス株式会社,33460
JP,C,40,E01727,機械,ヒーハイスト株式会社,64330
JP,S,100,E05167,情報・通信業,ビジネスエンジニアリング株式会社,48280
JP,S,88,E37957,サービス業,ビジネスコーチ株式会社,95620
JP,B,68,E05325,不動産業,ビジネス・ワンホールディングス株式会社,48270
JP,S,100,E36484,情報・通信業,ビジョナル株式会社,41940
JP,S,93,E38450,サービス業,ビズメイツ株式会社,93450
JP,C,58,E05741,情報・通信業,ビリングシステム株式会社,36230
JP,S,85,E37399,サービス業,ビーウィズ株式会社,92160
JP,S,93,E36108,サービス業,ビートレンド株式会社,40200
JP,S,88,E02800,石油・石炭製品,ビーピー・カストロール株式会社,50150
JP,C,45,E33825,情報・通信業,ビープラッツ株式会社,43810
JP,S,85,E31749,小売業,ピクスタ株式会社,34160
JP,E,0,E02949,卸売業,ピクセルカンパニーズ株式会社,27430
JP,S,88,E02404,その他製品,ピジョン株式会社,79560
JP,A,73,E01161,建設業,ピーエス・コンストラクション株式会社,18710
JP,C,45,E02882,その他製品,ピープル株式会社,78650
JP,S,100,E04894,情報・通信業,ピー・シー・エー株式会社,96290
JP,A,70,E32990,サービス業,ファイズホールディングス株式会社,93250
JP,S,100,E01946,電気機器,ファナック株式会社,69540
JP,S,83,E38948,情報・通信業,ファーストアカウンティング株式会社,55880
JP,A,78,E31306,建設業,ファーストコーポレーション株式会社,14300
JP,B,65,E05607,不動産業,ファーストブラザーズ株式会社,34540
JP,A,78,E04013,不動産業,ファースト住建株式会社,89170
JP,B,60,E05379,サービス業,ファーマライズホールディングス株式会社,27960
JP,S,95,E39732,サービス業,フィットイージー株式会社,212A0
JP,D,20,E23187,銀行業,フィデアホールディングス株式会社,87130
JP,B,65,E05492,その他金融業,フィンテック　グローバル株式会社,87890
JP,A,70,E35758,情報・通信業,フィーチャ株式会社,40520
JP,S,85,E34995,サービス業,フィードフォースグループ株式会社,70680
JP,A,75,E30728,食料品,フィード・ワン株式会社,20600
JP,A,70,E03392,小売業,フェスタリアホールディングス株式会社,27360
JP,S,80,E01797,電気機器,フォスター電機株式会社,67940
JP,S,83,E40230,情報・通信業,フォルシア株式会社,304A0
JP,S,83,E35483,サービス業,フォースタートアップス株式会社,70890
JP,B,60,E32793,不動産業,フォーライフ株式会社,34770
JP,S,95,E02304,電気機器,フクダ電子株式会社,69600
JP,S,90,E00829,化学,フクビ化学工業株式会社,78710
JP,S,93,E02225,輸送用機器,フジオーゼックス株式会社,72990
JP,A,70,E02402,その他製品,フジコピアン株式会社,79570
JP,S,80,E00481,食料品,フジッコ株式会社,29080
JP,S,88,E01622,機械,フジテック株式会社,64060
JP,S,80,E02348,化学,フジプレアム株式会社,42370
JP,B,63,E03953,不動産業,フジ住宅株式会社,88600
JP,S,93,E00360,食料品,フジ日本株式会社,21140
JP,A,75,E02195,輸送用機器,フタバ産業株式会社,72410
JP,A,75,E01007,化学,フマキラー株式会社,49980
JP,A,70,E32956,サービス業,フュージョン株式会社,39770
JP,S,95,E05033,情報・通信業,フューチャー株式会社,47220
JP,S,93,E02472,その他製品,フランスベッドホールディングス株式会社,78400
JP,S,93,E38722,情報・通信業,フラー株式会社,387A0
JP,S,88,E11661,機械,フリュー株式会社,62380
JP,S,80,E01620,機械,フリージア・マクロス株式会社,63430
JP,B,68,E05680,情報・通信業,フリービット株式会社,38430
JP,B,65,E35325,情報・通信業,フリー株式会社,44780
JP,S,85,E36707,卸売業,フルサト・マルカホールディングス株式会社,71280
JP,S,85,E33009,サービス業,フルテック株式会社,65460
JP,A,73,E37560,サービス業,フルハシＥＰＯ株式会社,92210
JP,S,83,E01706,機械,フロイント産業株式会社,63120
JP,D,35,E34290,サービス業,フロンティア・マネジメント株式会社,70380
JP,A,75,E34102,小売業,ブックオフグループホールディングス株式会社,92780
